tradingsymbol,exchange,instrument_token,isin,product,price,quantity,used_quantity,t1_quantity,realised_quantity,authorised_quantity,authorised_date,authorisation,opening_quantity,short_quantity,collateral_quantity,collateral_type,discrepancy,average_price,last_price,close_price,pnl,day_change,day_change_percentage,source,key,ltp,open,high,low,qty,Invested,value,value_H,PnL,PnL_H,PnL%,PnL%_H,Yvalue,dPnL,dPnL%
NIRAJ-BE,NSE,66817.0,INE368I01016,CNC,0.0,623.0,0.0,0.0,623.0,0.0,2023-10-02 00:00:00,{},623.0,0.0,0.0,,False,41.05,36.1,36.7,-3082.8002450000004,-0.6000000000000014,-1.634877384196189,holdings,NSE:NIRAJ-BE,36.1,36.55,37.4,35.4,623.0,25573.1,22490.3,23300.2,-3082.8,-2272.9002450000007,-12.05,-8.89,22864.1,-373.8,-13.48
NOIDATOLL,BSE,136315140.0,INE781B01015,CNC,0.0,699.0,0.0,0.0,699.0,0.0,2023-10-02 00:00:00,{},699.0,0.0,0.0,,False,7.15,6.86,6.86,-202.71000000000004,0.0,0.0,holdings,BSE:NOIDATOLL,6.86,6.85,6.94,6.85,699.0,4997.85,4795.14,4851.06,-202.71,-146.78999999999996,-4.06,-2.94,4795.14,0.0,-4.23
NURECA,NSE,601601.0,INE0DSF01015,CNC,0.0,13.0,0.0,0.0,13.0,0.0,2023-10-02 00:00:00,{},13.0,0.0,0.0,,False,377.0,336.05,334.45,-532.3499999999999,1.6000000000000227,0.47839736881447836,holdings,NSE:NURECA,336.05,339.9,339.95,333.0,13.0,4901.0,4368.65,4419.349999999999,-532.35,-481.65000000000055,-10.86,-9.83,4347.85,20.8,-12.24
OIL,NSE,4464129.0,INE274J01014,CNC,0.0,0.0,0.0,33.0,0.0,0.0,2023-10-02 00:00:00,{},33.0,0.0,0.0,,False,295.9,298.85,292.25,97.3500000000015,6.600000000000023,2.258340461933284,holdings,NSE:OIL,298.85,296.0,300.0,290.0,33.0,9764.7,9862.05,9900.0,97.35,135.3000000000011,1.0,1.39,9644.25,217.8,1.01
OSWALAGRO,BSE,128081156.0,INE142A01012,CNC,0.0,277.0,0.0,0.0,277.0,0.0,2023-10-02 00:00:00,{},277.0,0.0,0.0,,False,36.0,35.62,35.02,-105.2600000000007,0.5999999999999943,1.713306681896043,holdings,BSE:OSWALAGRO,35.62,34.56,36.45,34.56,277.0,9972.0,9866.74,10096.650000000001,-105.26,124.65000000000146,-1.06,1.25,9700.54,166.2,-1.09
PALASHSECU,NSE,5474049.0,INE471W01019,CNC,0.0,76.0,0.0,0.0,76.0,0.0,2023-10-02 00:00:00,{},76.0,0.0,0.0,,False,129.8,113.25,114.95,-1257.8000000000009,-1.7000000000000028,-1.4789038712483713,holdings,NSE:PALASHSECU,113.25,118.0,118.0,112.1,76.0,9864.8,8607.0,8968.0,-1257.8,-896.8000000000011,-12.75,-9.09,8736.2,-129.2,-14.4
PAR,NSE,1441537.0,INE04LG01015,CNC,0.0,0.0,0.0,46.0,0.0,0.0,2023-10-02 00:00:00,{},46.0,0.0,0.0,,False,216.51,211.2,212.95,-244.2000159999999,-1.75,-0.8217891523831886,holdings,NSE:PAR,211.2,210.0,216.45,210.0,46.0,9959.4,9715.2,9956.699999999999,-244.2,-2.700016000000687,-2.45,-0.03,9795.7,-80.5,-2.49
PARAS,NSE,1513217.0,INE045601015,CNC,0.0,6.0,0.0,0.0,6.0,0.0,2023-10-02 00:00:00,{},6.0,0.0,0.0,,False,810.0,729.5,729.4,-483.0,0.10000000000002274,0.013709898546753873,holdings,NSE:PARAS,729.5,732.95,737.0,724.15,6.0,4860.0,4377.0,4422.0,-483.0,-438.0,-9.94,-9.01,4376.4,0.6,-11.04
PDMJEPAPER,NSE,3936513.0,INE865T01018,CNC,0.0,184.0,0.0,0.0,184.0,0.0,2023-10-02 00:00:00,{},184.0,0.0,0.0,,False,54.25,52.15,51.95,-386.40000000000026,0.19999999999999574,0.3849855630413777,holdings,NSE:PDMJEPAPER,52.15,51.95,52.9,51.7,184.0,9982.0,9595.6,9733.6,-386.4,-248.39999999999964,-3.87,-2.49,9558.8,36.8,-4.04
PENINLAND,BSE,128775940.0,INE138A01028,CNC,0.0,263.0,0.0,0.0,263.0,0.0,2023-10-02 00:00:00,{},263.0,0.0,0.0,,False,37.85,31.0,30.5,-1801.5500000000004,0.5,1.639344262295082,holdings,BSE:PENINLAND,31.0,30.66,31.49,30.64,263.0,9954.55,8153.0,8281.869999999999,-1801.55,-1672.680000000002,-18.1,-16.8,8021.5,131.5,-22.46
PILANIINVS,BSE,138210052.0,INE417C01014,CNC,0.0,0.0,0.0,4.0,0.0,0.0,2023-10-02 00:00:00,{},4.0,0.0,0.0,,False,2398.84,2394.2,2389.9,-18.55000000000109,4.299999999999727,0.17992384618602147,holdings,BSE:PILANIINVS,2394.2,2429.9,2438.75,2376.2,4.0,9595.35,9576.8,9755.0,-18.55,159.64999999999964,-0.19,1.66,9559.6,17.2,-0.19
PITTIENG,NSE,3618305.0,INE450D01021,CNC,0.0,16.0,0.0,0.0,16.0,0.0,2023-10-02 00:00:00,{},16.0,0.0,0.0,,False,622.7,603.05,599.7,-314.4500000000007,3.349999999999909,0.5586126396531447,holdings,NSE:PITTIENG,603.05,605.7,618.75,596.0,16.0,9963.25,9648.8,9900.0,-314.45,-63.25,-3.16,-0.63,9595.2,53.6,-3.28
PLASTIBLEN,BSE,134053892.0,INE083C01022,CNC,0.0,41.0,0.0,0.0,41.0,0.0,2023-10-02 00:00:00,{},41.0,0.0,0.0,,False,242.9,236.7,234.9,-254.2000000000007,1.799999999999983,0.7662835249042074,holdings,BSE:PLASTIBLEN,236.7,230.05,240.75,230.05,41.0,9958.9,9704.7,9870.75,-254.2,-88.14999999999964,-2.55,-0.89,9630.9,73.8,-2.64
POCL,BSE,136352260.0,INE063E01046,CNC,0.0,10.0,0.0,0.0,10.0,0.0,2023-10-02 00:00:00,{},10.0,0.0,0.0,,False,487.5,461.2,459.85,-263.0000000000001,1.349999999999966,0.2935739915189662,holdings,BSE:POCL,461.2,467.4,467.9,458.8,10.0,4875.0,4612.0,4679.0,-263.0,-196.0,-5.39,-4.02,4598.5,13.5,-5.72
PODDARMENT,NSE,4873217.0,INE371C01013,CNC,0.0,18.0,0.0,0.0,18.0,0.0,2023-10-02 00:00:00,{},18.0,0.0,0.0,,False,372.86,346.55,338.55,-473.5999979999997,8.0,2.363018756461379,holdings,NSE:PODDARMENT,346.55,337.0,349.0,337.0,18.0,6711.5,6237.9,6282.0,-473.6,-429.49999800000023,-7.06,-6.4,6093.9,144.0,-7.77
POKARNA,NSE,4518657.0,INE637C01025,CNC,0.0,20.0,0.0,0.0,20.0,0.0,2023-10-02 00:00:00,{},20.0,0.0,0.0,,False,497.17,471.65,474.9,-510.4000000000008,-3.25,-0.684354600968625,holdings,NSE:POKARNA,471.65,475.8,478.7,468.2,20.0,9943.4,9433.0,9574.0,-510.4,-369.39999999999964,-5.13,-3.72,9498.0,-65.0,-5.37
POLYMED,NSE,6583809.0,INE205C01021,CNC,0.0,4.0,0.0,0.0,4.0,0.0,2023-10-02 00:00:00,{},4.0,0.0,0.0,,False,1501.55,1374.15,1382.9,-509.59999999999945,-8.75,-0.6327283245353966,holdings,NSE:POLYMED,1374.15,1388.8,1390.6,1364.3,4.0,6006.2,5496.6,5562.4,-509.6,-443.8000000000002,-8.48,-7.39,5531.6,-35.0,-9.21
POWERINDIA,BSE,139055876.0,INE07Y701011,CNC,0.0,2.0,0.0,0.0,2.0,0.0,2023-10-02 00:00:00,{},2.0,0.0,0.0,,False,4586.0,4097.0,4125.8,-978.0,-28.800000000000182,-0.6980464394784086,holdings,BSE:POWERINDIA,4097.0,4241.95,4241.95,4094.35,2.0,9172.0,8194.0,8483.9,-978.0,-688.1000000000004,-10.66,-7.5,8251.6,-57.6,-11.85
PRAENG,BSE,136126980.0,INE505C01016,CNC,0.0,671.0,0.0,0.0,671.0,0.0,2023-10-02 00:00:00,{},671.0,0.0,0.0,,False,14.95,13.5,13.6,-972.9499999999995,-0.09999999999999964,-0.7352941176470562,holdings,BSE:PRAENG,13.5,13.4,13.8,13.15,671.0,10031.45,9058.5,9259.800000000001,-972.95,-771.6499999999978,-9.7,-7.69,9125.6,-67.1,-10.66
PRITIKAUTO-BE,NSE,1355777.0,INE583R01029,CNC,0.0,407.0,0.0,0.0,407.0,0.0,2023-10-02 00:00:00,{},407.0,0.0,0.0,,False,24.6,18.8,19.15,-2360.6000000000004,-0.34999999999999787,-1.8276762402088662,holdings,NSE:PRITIKAUTO-BE,18.8,0.0,18.8,18.8,407.0,10012.2,7651.6,7651.6,-2360.6,-2360.6000000000004,-23.58,-23.58,7794.05,-142.45,-30.29
PROZONER,BSE,136876804.0,INE195N01013,CNC,0.0,156.0,0.0,0.0,156.0,0.0,2023-10-02 00:00:00,{},156.0,0.0,0.0,,False,32.55,31.31,31.91,-193.43999999999977,-0.6000000000000014,-1.8802883108743385,holdings,BSE:PROZONER,31.31,31.71,32.9,31.1,156.0,5077.8,4884.36,5132.4,-193.44,54.600000000000364,-3.81,1.08,4977.96,-93.6,-3.89
PSB,BSE,136523524.0,INE608A01012,CNC,0.0,199.0,0.0,0.0,199.0,0.0,2023-10-02 00:00:00,{},199.0,0.0,0.0,,False,50.6,46.47,45.72,-821.8700000000005,0.75,1.6404199475065617,holdings,BSE:PSB,46.47,46.64,47.05,45.8,199.0,10069.4,9247.53,9362.949999999999,-821.87,-706.4500000000007,-8.16,-7.02,9098.28,149.25,-9.03
RADHIKAJWE,BSE,138272004.0,INE583V01021,CNC,0.0,266.0,0.0,0.0,266.0,0.0,2023-10-02 00:00:00,{},266.0,0.0,0.0,,False,37.7,37.24,37.64,-122.36000000000023,-0.3999999999999986,-1.0626992561105169,holdings,BSE:RADHIKAJWE,37.24,37.89,37.99,36.9,266.0,10028.2,9905.84,10105.34,-122.36,77.13999999999942,-1.22,0.77,10012.24,-106.4,-1.22
RAJESHEXPO,BSE,136064004.0,INE343B01030,CNC,0.0,20.0,0.0,0.0,20.0,0.0,2023-10-02 00:00:00,{},20.0,0.0,0.0,,False,535.0,502.15,503.3,-657.0000000000005,-1.150000000000034,-0.2284919531094842,holdings,BSE:RAJESHEXPO,502.15,506.9,506.9,501.0,20.0,10700.0,10043.0,10138.0,-657.0,-562.0,-6.14,-5.25,10066.0,-23.0,-6.53
RAMASTEEL,BSE,138063108.0,INE230R01035,CNC,0.0,127.0,0.0,0.0,127.0,0.0,2023-10-02 00:00:00,{},127.0,0.0,0.0,,False,40.1,35.54,35.14,-579.1200000000003,0.3999999999999986,1.1383039271485447,holdings,BSE:RAMASTEEL,35.54,35.01,36.34,35.01,127.0,5092.7,4513.58,4615.18,-579.12,-477.5199999999995,-11.37,-9.38,4462.78,50.8,-12.98
RAMRAT,NSE,2684161.0,INE207E01023,CNC,0.0,15.0,0.0,0.0,15.0,0.0,2023-10-02 00:00:00,{},15.0,0.0,0.0,,False,324.87,277.35,261.45,-712.8499949999997,15.900000000000034,6.081468732071155,holdings,NSE:RAMRAT,277.35,261.5,283.6,259.1,15.0,4873.1,4160.25,4254.0,-712.85,-619.0999950000005,-14.63,-12.7,3921.75,238.5,-18.18
RATEGAIN,NSE,1837313.0,INE0CLI01024,CNC,0.0,8.0,0.0,0.0,8.0,0.0,2023-10-02 00:00:00,{},8.0,0.0,0.0,,False,615.35,593.45,572.1,-175.19999999999982,21.350000000000023,3.7318650585562003,holdings,NSE:RATEGAIN,593.45,572.1,597.0,563.95,8.0,4922.8,4747.6,4776.0,-175.2,-146.80000000000018,-3.56,-2.98,4576.8,170.8,-3.83
RBL,BSE,136444676.0,INE244J01017,CNC,0.0,12.0,0.0,0.0,12.0,0.0,2023-10-02 00:00:00,{},12.0,0.0,0.0,,False,826.65,839.45,835.3,153.60000000000082,4.150000000000091,0.4968274871303832,holdings,BSE:RBL,839.45,851.6,856.35,820.45,12.0,9919.8,10073.4,10276.2,153.6,356.40000000000146,1.55,3.59,10023.6,49.8,1.53
RELIANCE,BSE,128083204.0,INE002A01018,CNC,0.0,4.0,0.0,0.0,4.0,0.0,2023-10-02 00:00:00,{},4.0,0.0,0.0,,False,2540.85,2346.5,2334.0,-777.3999999999996,12.5,0.5355612682090831,holdings,BSE:RELIANCE,2346.5,2347.95,2369.5,2334.1,4.0,10163.4,9386.0,9478.0,-777.4,-685.3999999999996,-7.65,-6.74,9336.0,50.0,-8.33
REPCOHOME,BSE,137042436.0,INE612J01015,CNC,0.0,12.0,0.0,0.0,12.0,0.0,2023-10-02 00:00:00,{},12.0,0.0,0.0,,False,395.85,383.75,379.65,-145.20000000000027,4.100000000000023,1.0799420518899046,holdings,BSE:REPCOHOME,383.75,372.2,387.0,372.2,12.0,4750.2,4605.0,4644.0,-145.2,-106.20000000000073,-3.06,-2.24,4555.8,49.2,-3.19
RHL,NSE,3880193.0,INE508K01013,CNC,0.0,42.0,0.0,0.0,42.0,0.0,2023-10-02 00:00:00,{},42.0,0.0,0.0,,False,111.65,106.25,105.0,-226.80000000000024,1.25,1.1904761904761905,holdings,NSE:RHL,106.25,105.5,106.9,104.45,42.0,4689.3,4462.5,4489.8,-226.8,-199.5,-4.84,-4.25,4410.0,52.5,-5.14
ROTO,NSE,2316545.0,INE535D01029,CNC,0.0,14.0,0.0,0.0,14.0,0.0,2023-10-02 00:00:00,{},14.0,0.0,0.0,,False,369.0,349.65,349.1,-270.9000000000003,0.5499999999999545,0.15754798052132754,holdings,NSE:ROTO,349.65,349.2,353.95,346.0,14.0,5166.0,4895.1,4955.3,-270.9,-210.69999999999982,-5.24,-4.08,4887.4,7.7,-5.54
RPPL,NSE,1769729.0,INE760W01015,CNC,0.0,59.0,0.0,0.0,59.0,0.0,2023-10-02 00:00:00,{},59.0,0.0,0.0,,False,166.5,174.95,169.55,498.54999999999933,5.399999999999977,3.184901209082853,holdings,NSE:RPPL,174.95,172.4,182.0,169.5,59.0,9823.5,10322.05,10738.0,498.55,914.5,5.08,9.31,10003.45,318.6,4.98
RPSGVENT,BSE,138837252.0,INE425Y01011,CNC,0.0,16.0,0.0,0.0,16.0,0.0,2023-10-02 00:00:00,{},16.0,0.0,0.0,,False,648.1,601.35,596.0,-748.0,5.350000000000023,0.8976510067114132,holdings,BSE:RPSGVENT,601.35,604.0,608.35,597.65,16.0,10369.6,9621.6,9733.6,-748.0,-636.0,-7.21,-6.13,9536.0,85.6,-7.84
RTNINDIA,NSE,6988033.0,INE834M01019,CNC,0.0,167.0,0.0,0.0,167.0,0.0,2023-10-02 00:00:00,{},167.0,0.0,0.0,,False,59.9,56.9,57.2,-501.0,-0.30000000000000426,-0.5244755244755319,holdings,NSE:RTNINDIA,56.9,57.5,58.4,56.6,167.0,10003.3,9502.3,9752.8,-501.0,-250.5,-5.01,-2.5,9552.4,-50.1,-5.24
RUBYMILLS,BSE,128811268.0,INE301D01026,CNC,0.0,19.0,0.0,0.0,19.0,0.0,2023-10-02 00:00:00,{},19.0,0.0,0.0,,False,257.3,249.45,236.1,-149.15000000000043,13.349999999999994,5.654383735705207,holdings,BSE:RUBYMILLS,249.45,244.2,250.65,244.2,19.0,4888.7,4739.55,4762.35,-149.15,-126.34999999999945,-3.05,-2.58,4485.9,253.65,-3.32
RUPA,BSE,136589316.0,INE895B01021,CNC,0.0,18.0,0.0,0.0,18.0,0.0,2023-10-02 00:00:00,{},18.0,0.0,0.0,,False,274.45,261.5,257.8,-233.0999999999998,3.6999999999999886,1.4352211016291654,holdings,BSE:RUPA,261.5,255.0,266.25,252.65,18.0,4940.1,4707.0,4792.5,-233.1,-147.59999999999945,-4.72,-2.99,4640.4,66.6,-5.02
RVHL,BSE,139072260.0,INE09E501017,CNC,0.0,112.0,0.0,0.0,112.0,0.0,2023-10-02 00:00:00,{},112.0,0.0,0.0,,False,44.75,36.34,34.81,-941.9199999999996,1.5300000000000011,4.395288710140767,holdings,BSE:RVHL,36.34,36.5,36.55,33.65,112.0,5012.0,4070.08,4093.5999999999995,-941.92,-918.4000000000005,-18.79,-18.32,3898.72,171.36,-24.16
RVNL,NSE,2445313.0,INE415G01027,CNC,0.0,27.0,0.0,0.0,27.0,0.0,2023-10-02 00:00:00,{},27.0,0.0,0.0,,False,189.25,169.45,166.1,-534.6000000000004,3.3499999999999943,2.016857314870556,holdings,NSE:RVNL,169.45,166.95,171.95,166.2,27.0,5109.75,4575.15,4642.65,-534.6,-467.10000000000036,-10.46,-9.14,4484.7,90.45,-11.92
SAKHTISUG,NSE,760065.0,INE623A01011,CNC,0.0,289.0,0.0,0.0,289.0,0.0,2023-10-02 00:00:00,{},289.0,0.0,0.0,,False,35.25,32.6,32.9,-765.8499999999996,-0.29999999999999716,-0.9118541033434565,holdings,NSE:SAKHTISUG,32.6,33.1,33.15,32.4,289.0,10187.25,9421.4,9580.35,-765.85,-606.8999999999996,-7.52,-5.96,9508.1,-86.7,-8.05
SALONACOT,BSE,151054340.0,INE498E01010,CNC,0.0,18.0,0.0,0.0,18.0,0.0,2023-10-02 00:00:00,{},18.0,0.0,0.0,,False,276.94,265.0,256.35,-214.99999199999957,8.649999999999977,3.374292958845319,holdings,BSE:SALONACOT,265.0,261.55,265.0,251.65,18.0,4985.0,4770.0,4770.0,-215.0,-214.9999919999991,-4.31,-4.31,4614.3,155.7,-4.66
SAMKRG,BSE,133139204.0,INE706B01012,CNC,0.0,91.0,0.0,0.0,91.0,0.0,2023-10-02 00:00:00,{},91.0,0.0,0.0,,False,156.94,144.05,142.55,-1172.7500329999993,1.5,1.0522623640827777,holdings,BSE:SAMKRG,144.05,140.8,144.9,140.65,91.0,14281.3,13108.55,13185.9,-1172.75,-1095.400033,-8.21,-7.67,12972.05,136.5,-9.04
SASTASUNDR,NSE,5136129.0,INE019J01013,CNC,0.0,32.0,0.0,0.0,32.0,0.0,2023-10-02 00:00:00,{},32.0,0.0,0.0,,False,304.92,272.05,271.4,-1052.0,0.6500000000000341,0.23949889462049895,holdings,NSE:SASTASUNDR,272.05,272.4,275.15,270.1,32.0,9757.6,8705.6,8804.8,-1052.0,-952.8000000000011,-10.78,-9.76,8684.8,20.8,-12.11
SCHNEIDER,BSE,136739588.0,INE839M01018,CNC,0.0,27.0,0.0,0.0,27.0,0.0,2023-10-02 00:00:00,{},27.0,0.0,0.0,,False,366.95,364.1,355.6,-76.94999999999908,8.5,2.3903262092238466,holdings,BSE:SCHNEIDER,364.1,356.0,366.25,355.35,27.0,9907.65,9830.7,9888.75,-76.95,-18.899999999999636,-0.78,-0.19,9601.2,229.5,-0.8
SCOOBEEDAY,BSE,135995908.0,INE962E01015,CNC,0.0,81.0,0.0,0.0,81.0,0.0,2023-10-02 00:00:00,{},81.0,0.0,0.0,,False,122.0,100.15,103.5,-1769.8499999999995,-3.3499999999999943,-3.2367149758454055,holdings,BSE:SCOOBEEDAY,100.15,103.5,103.5,99.65,81.0,9882.0,8112.15,8383.5,-1769.85,-1498.5,-17.91,-15.16,8383.5,-271.35,-21.11
SELAN,BSE,135699204.0,INE818A01017,CNC,0.0,23.0,0.0,0.0,23.0,0.0,2023-10-02 00:00:00,{},23.0,0.0,0.0,,False,418.25,410.45,406.95,-179.40000000000026,3.5,0.8600565179997542,holdings,BSE:SELAN,410.45,407.0,422.8,402.6,23.0,9619.75,9440.35,9724.4,-179.4,104.64999999999964,-1.86,1.09,9359.85,80.5,-1.92
SHALPAINTS,BSE,130527748.0,INE849C01026,CNC,0.0,6.0,0.0,0.0,6.0,0.0,2023-10-02 00:00:00,{},6.0,0.0,0.0,,False,161.8,161.15,161.8,-3.900000000000034,-0.6500000000000057,-0.401730531520399,holdings,BSE:SHALPAINTS,161.15,164.5,164.5,160.95,6.0,970.8,966.9,987.0,-3.9,16.199999999999932,-0.4,1.67,970.8,-3.9,-0.4
SHIVTEX,BSE,130843652.0,INE705C01020,CNC,0.0,157.0,0.0,0.0,157.0,0.0,2023-10-02 00:00:00,{},157.0,0.0,0.0,,False,154.51,151.5,150.7,-471.999933000001,0.8000000000000114,0.5308560053085676,holdings,BSE:SHIVTEX,151.5,153.75,153.75,149.7,157.0,24257.5,23785.5,24138.75,-472.0,-118.74993300000278,-1.95,-0.49,23659.9,125.6,-1.99
SHK,NSE,2870273.0,INE500L01026,CNC,0.0,30.0,0.0,0.0,30.0,0.0,2023-10-02 00:00:00,{},30.0,0.0,0.0,,False,167.3,154.25,156.1,-391.50000000000034,-1.8499999999999943,-1.1851377322229304,holdings,NSE:SHK,154.25,156.45,158.55,153.5,30.0,5019.0,4627.5,4756.5,-391.5,-262.5,-7.8,-5.23,4683.0,-55.5,-8.36
SHOPERSTOP,NSE,3024129.0,INE498B01024,CNC,0.0,19.0,0.0,0.0,19.0,0.0,2023-10-02 00:00:00,{},19.0,0.0,0.0,,False,840.8,685.3,664.3,-2954.5,21.0,3.1612223393045316,holdings,NSE:SHOPERSTOP,685.3,669.0,687.5,646.0,19.0,15975.2,13020.7,13062.5,-2954.5,-2912.699999999999,-18.49,-18.23,12621.7,399.0,-23.41
SHREDIGCEM,BSE,128558084.0,INE232A01011,CNC,0.0,52.0,0.0,0.0,52.0,0.0,2023-10-02 00:00:00,{},52.0,0.0,0.0,,False,96.05,91.55,90.72,-234.0,0.8299999999999983,0.9149029982363298,holdings,BSE:SHREDIGCEM,91.55,90.72,91.76,90.6,52.0,4994.6,4760.6,4771.52,-234.0,-223.07999999999902,-4.69,-4.47,4717.44,43.16,-4.96
SIGIND,NSE,1157633.0,INE529F01035,CNC,0.0,0.0,0.0,163.0,0.0,0.0,2023-10-02 00:00:00,{},163.0,0.0,0.0,,False,61.0,60.35,60.75,-105.94999999999976,-0.3999999999999986,-0.6584362139917672,holdings,NSE:SIGIND,60.35,61.45,62.7,59.5,163.0,9943.0,9837.05,10220.1,-105.95,277.10000000000036,-1.07,2.79,9902.25,-65.2,-1.07
SIGMA,NSE,4264449.0,INE0A0S01010,CNC,0.0,8.0,0.0,0.0,8.0,0.0,2023-10-02 00:00:00,{},8.0,0.0,0.0,,False,461.05,471.65,455.85,84.79999999999973,15.799999999999955,3.4660524295272466,holdings,NSE:SIGMA,471.65,450.0,478.6,450.0,8.0,3688.4,3773.2,3828.8,84.8,140.4000000000001,2.3,3.81,3646.8,126.4,2.33
SINTERCOM,NSE,97537.0,INE129Z01016,CNC,0.0,77.0,0.0,0.0,77.0,0.0,2023-10-02 00:00:00,{},77.0,0.0,0.0,,False,128.9,129.5,129.55,46.19999999999956,-0.05000000000001137,-0.03859513701274517,holdings,NSE:SINTERCOM,129.5,130.0,130.0,129.5,77.0,9925.3,9971.5,10010.0,46.2,84.69999999999891,0.47,0.85,9975.35,-3.85,0.46
SKCIL,BSE,135930116.0,INE260E01014,CNC,0.0,33.0,0.0,0.0,33.0,0.0,2023-10-02 00:00:00,{},33.0,0.0,0.0,,False,154.0,146.5,146.1,-247.5,0.4000000000000057,0.273785078713214,holdings,BSE:SKCIL,146.5,143.0,147.9,142.55,33.0,5082.0,4834.5,4880.7,-247.5,-201.30000000000018,-4.87,-3.96,4821.3,13.2,-5.13
SMARTLINK,BSE,136299268.0,INE178C01020,CNC,0.0,57.0,0.0,0.0,57.0,0.0,2023-10-02 00:00:00,{},57.0,0.0,0.0,,False,176.66,181.65,180.0,284.54998500000056,1.6500000000000057,0.9166666666666698,holdings,BSE:SMARTLINK,181.65,180.6,183.1,179.55,57.0,10069.5,10354.05,10436.699999999999,284.55,367.1999849999993,2.83,3.65,10260.0,94.05,2.77
SMSPHARMA,BSE,136400644.0,INE812G01025,CNC,0.0,37.0,0.0,0.0,37.0,0.0,2023-10-02 00:00:00,{},37.0,0.0,0.0,,False,135.45,125.9,124.25,-353.34999999999934,1.6500000000000057,1.3279678068410508,holdings,BSE:SMSPHARMA,125.9,129.0,129.0,125.15,37.0,5011.65,4658.3,4773.0,-353.35,-238.64999999999964,-7.05,-4.76,4597.25,61.05,-7.69
SNOWMAN,NSE,1239809.0,INE734N01019,CNC,0.0,90.0,0.0,0.0,90.0,0.0,2023-10-02 00:00:00,{},90.0,0.0,0.0,,False,55.2,50.45,50.1,-427.5,0.3500000000000014,0.6986027944111804,holdings,NSE:SNOWMAN,50.45,50.4,51.2,50.15,90.0,4968.0,4540.5,4608.0,-427.5,-360.0,-8.61,-7.25,4509.0,31.5,-9.48
SOBHA,NSE,3539457.0,INE671H01015,CNC,0.0,7.0,0.0,0.0,7.0,0.0,2023-10-02 00:00:00,{},7.0,0.0,0.0,,False,700.45,705.65,675.55,36.39999999999952,30.100000000000023,4.455628746946936,holdings,NSE:SOBHA,705.65,681.0,719.0,680.15,7.0,4903.15,4939.55,5033.0,36.4,129.84999999999945,0.74,2.65,4728.85,210.7,0.77
SOLARA,BSE,138634244.0,INE624Z01016,CNC,0.0,24.0,0.0,0.0,24.0,0.0,2023-10-02 00:00:00,{},24.0,0.0,0.0,,False,409.87,357.2,352.55,-1264.0499999999997,4.649999999999977,1.3189618493830597,holdings,BSE:SOLARA,357.2,352.85,359.35,352.85,24.0,9836.85,8572.8,8624.400000000001,-1264.05,-1212.449999999997,-12.85,-12.33,8461.2,111.6,-14.94
SONAMCLOCK,NSE,2254337.0,INE00LM01011,CNC,0.0,157.0,0.0,0.0,157.0,0.0,2023-10-02 00:00:00,{},157.0,0.0,0.0,,False,63.2,63.3,61.65,15.699999999999108,1.6499999999999986,2.676399026763988,holdings,NSE:SONAMCLOCK,63.3,62.0,65.0,61.0,157.0,9922.4,9938.1,10205.0,15.7,282.60000000000036,0.16,2.85,9679.05,259.05,0.16
SREEL,NSE,8150273.0,INE099F01013,CNC,0.0,0.0,0.0,40.0,0.0,0.0,2023-10-02 00:00:00,{},40.0,0.0,0.0,,False,244.78,240.5,237.1,-171.39999999999986,3.4000000000000057,1.4339940953184334,holdings,NSE:SREEL,240.5,238.7,244.45,235.1,40.0,9791.4,9620.0,9778.0,-171.4,-13.399999999999636,-1.75,-0.14,9484.0,136.0,-1.81
SRHHYPOLTD,BSE,136407556.0,INE917H01012,CNC,0.0,18.0,0.0,0.0,18.0,0.0,2023-10-02 00:00:00,{},18.0,0.0,0.0,,False,732.98,609.0,600.0,-2231.6999940000005,9.0,1.5,holdings,BSE:SRHHYPOLTD,609.0,605.85,610.5,598.1,18.0,13193.7,10962.0,10989.0,-2231.7,-2204.6999940000005,-16.91,-16.71,10800.0,162.0,-20.66
STARCEMENT,BSE,138387204.0,INE460H01021,CNC,0.0,42.0,0.0,0.0,42.0,0.0,2023-10-02 00:00:00,{},42.0,0.0,0.0,,False,164.9,152.85,152.85,-506.1000000000005,0.0,0.0,holdings,BSE:STARCEMENT,152.85,151.4,154.05,151.4,42.0,6925.8,6419.7,6470.1,-506.1,-455.6999999999998,-7.31,-6.58,6419.7,0.0,-7.88
STERTOOLS,BSE,135874308.0,INE334A01023,CNC,0.0,0.0,0.0,26.0,0.0,0.0,2023-10-02 00:00:00,{},26.0,0.0,0.0,,False,380.56,377.25,374.4,-86.1500120000004,2.8500000000000227,0.7612179487179549,holdings,BSE:STERTOOLS,377.25,381.9,383.35,375.35,26.0,9894.65,9808.5,9967.1,-86.15,72.4499880000003,-0.87,0.73,9734.4,74.1,-0.89
STYLAMIND,BSE,134899460.0,INE239C01020,CNC,0.0,2.0,0.0,0.0,2.0,0.0,2023-10-02 00:00:00,{},2.0,0.0,0.0,,False,1799.85,1719.45,1739.95,-160.79999999999973,-20.5,-1.1781947757119458,holdings,BSE:STYLAMIND,1719.45,1778.95,1779.05,1709.0,2.0,3599.7,3438.9,3558.1,-160.8,-41.59999999999991,-4.47,-1.16,3479.9,-41.0,-4.62
